loan_amnt,term,int_rate,grade,sub_grade,annual_inc,purpose,dti,fico_range_low,fico_range_high,duration,event_type,term_months
40000.0, 36 months,7.07,A,A2,150000.0,home_improvement,2.02,745.0,749.0,18.0,0,36.0
10800.0, 36 months,7.24,A,A3,135000.0,credit_card,18.4,750.0,754.0,9.0,2,36.0
25000.0, 36 months,7.24,A,A3,78000.0,debt_consolidation,20.77,690.0,694.0,18.0,2,36.0
7000.0, 36 months,5.32,A,A1,70000.0,home_improvement,13.1,830.0,834.0,36.0,2,36.0
25000.0, 36 months,6.08,A,A2,96000.0,credit_card,16.99,770.0,774.0,8.0,2,36.0
40000.0, 36 months,6.11,A,A1,174000.0,debt_consolidation,20.88,745.0,749.0,5.0,0,36.0
35000.0, 36 months,6.11,A,A1,300000.0,debt_consolidation,15.93,680.0,684.0,6.0,0,36.0
14000.0, 60 months,8.19,A,A4,85000.0,credit_card,25.17,720.0,724.0,3.0,0,60.0
5000.0, 36 months,7.14,A,A3,54000.0,home_improvement,10.71,765.0,769.0,22.0,1,36.0
1000.0, 36 months,7.99,A,A4,56007.0,other,7.06,790.0,794.0,31.0,0,36.0
30000.0, 36 months,6.72,A,A3,120000.0,debt_consolidation,15.15,770.0,774.0,13.0,0,36.0
32000.0, 36 months,5.32,A,A1,175000.0,home_improvement,19.33,690.0,694.0,28.0,0,36.0
15000.0, 36 months,8.19,A,A4,68000.0,debt_consolidation,18.87,660.0,664.0,4.0,0,36.0
24000.0, 36 months,6.97,A,A3,80000.0,credit_card,17.19,685.0,689.0,36.0,0,36.0
4000.0, 36 months,7.21,A,A3,37000.0,debt_consolidation,10.25,725.0,729.0,1.0,2,36.0
16000.0, 36 months,5.32,A,A1,187325.0,debt_consolidation,10.52,750.0,754.0,20.0,0,36.0
10000.0, 60 months,7.84,A,A4,85500.0,credit_card,6.91,740.0,744.0,6.0,0,60.0
15000.0, 36 months,6.92,A,A4,162000.0,credit_card,15.0,665.0,669.0,35.0,2,36.0
11200.0, 36 months,7.49,A,A4,40000.0,credit_card,11.22,665.0,669.0,21.0,2,36.0
7000.0, 36 months,6.92,A,A4,67000.0,debt_consolidation,19.11,715.0,719.0,17.0,2,36.0
8000.0, 36 months,6.62,A,A2,105000.0,credit_card,14.23,755.0,759.0,8.0,2,36.0
10000.0, 36 months,6.67,A,A2,54000.0,credit_card,13.4,705.0,709.0,7.0,0,36.0
10000.0, 36 months,6.03,A,A1,85000.0,wedding,5.54,840.0,844.0,36.0,2,36.0
10000.0, 36 months,6.67,A,A2,38000.0,credit_card,25.55,725.0,729.0,8.0,0,36.0
24000.0, 36 months,5.32,A,A1,160000.0,credit_card,23.84,790.0,794.0,15.0,0,36.0
7500.0, 36 months,6.67,A,A2,67000.0,debt_consolidation,32.13,790.0,794.0,8.0,0,36.0
16000.0, 36 months,7.84,A,A4,63000.0,debt_consolidation,19.05,705.0,709.0,6.0,0,36.0
15000.0, 36 months,5.32,A,A1,80000.0,medical,10.35,795.0,799.0,5.0,2,36.0
18000.0, 36 months,5.32,A,A1,99840.0,home_improvement,15.91,765.0,769.0,23.0,0,36.0
29375.0, 36 months,7.89,A,A5,92000.0,credit_card,14.1,775.0,779.0,15.0,2,36.0
18000.0, 36 months,6.03,A,A1,130000.0,debt_consolidation,13.96,785.0,789.0,26.0,2,36.0
28525.0, 36 months,6.99,A,A2,235000.0,debt_consolidation,21.24,680.0,684.0,17.0,2,36.0
40000.0, 36 months,7.46,A,A4,155000.0,debt_consolidation,21.09,685.0,689.0,10.0,0,36.0
12000.0, 36 months,7.07,A,A2,55000.0,credit_card,18.66,765.0,769.0,12.0,2,36.0
14400.0, 36 months,6.68,A,A3,89500.0,debt_consolidation,31.21,775.0,779.0,10.0,2,36.0
12000.0, 60 months,7.99,A,A5,103600.0,home_improvement,25.99,765.0,769.0,27.0,0,60.0
10000.0, 36 months,7.49,A,A4,62000.0,debt_consolidation,6.14,720.0,724.0,9.0,2,36.0
25000.0, 36 months,5.32,A,A1,300000.0,home_improvement,2.55,845.0,850.0,36.0,2,36.0
10800.0, 36 months,7.49,A,A4,119000.0,credit_card,3.14,760.0,764.0,36.0,2,36.0
9600.0, 36 months,7.97,A,A5,54000.0,credit_card,26.67,690.0,694.0,15.0,0,36.0
5700.0, 36 months,7.21,A,A3,79025.0,credit_card,23.02,720.0,724.0,20.0,0,36.0
5000.0, 36 months,7.26,A,A4,51426.38,debt_consolidation,18.72,700.0,704.0,37.0,2,36.0
25075.0, 36 months,7.89,A,A5,82500.0,debt_consolidation,26.55,740.0,744.0,31.0,2,36.0
2500.0, 36 months,6.03,A,A1,35000.0,other,6.65,755.0,759.0,10.0,2,36.0
20000.0, 36 months,7.97,A,A5,183000.0,credit_card,12.89,725.0,729.0,19.0,0,36.0
15725.0, 36 months,7.12,A,A3,84000.0,debt_consolidation,23.66,755.0,759.0,15.0,2,36.0
18000.0, 36 months,7.69,A,A4,74000.0,credit_card,11.27,695.0,699.0,36.0,2,36.0
20000.0, 36 months,7.35,A,A4,60000.0,other,7.84,760.0,764.0,14.0,0,36.0
13600.0, 36 months,8.9,A,A5,105000.0,debt_consolidation,23.85,730.0,734.0,12.0,2,36.0
28000.0, 36 months,6.39,A,A2,90000.0,debt_consolidation,14.11,740.0,744.0,24.0,2,36.0
40000.0, 36 months,7.56,A,A3,100000.0,debt_consolidation,17.52,800.0,804.0,3.0,0,36.0
5500.0, 36 months,8.46,A,A5,87000.0,major_purchase,17.35,720.0,724.0,5.0,0,36.0
10000.0, 36 months,6.19,A,A2,92000.0,debt_consolidation,18.43,750.0,754.0,9.0,0,36.0
5200.0, 36 months,7.84,A,A4,43000.0,other,23.97,730.0,734.0,7.0,0,36.0
5200.0, 36 months,7.97,A,A5,65000.0,credit_card,24.5,700.0,704.0,13.0,0,36.0
22000.0, 36 months,7.21,A,A3,82500.0,debt_consolidation,18.35,705.0,709.0,17.0,0,36.0
7500.0, 36 months,7.24,A,A3,60000.0,credit_card,19.48,705.0,709.0,16.0,2,36.0
17000.0, 36 months,6.62,A,A2,120000.0,credit_card,8.39,695.0,699.0,36.0,2,36.0
3000.0, 36 months,7.35,A,A4,60000.0,credit_card,6.56,765.0,769.0,15.0,0,36.0
8000.0, 36 months,7.12,A,A3,34000.0,credit_card,23.59,685.0,689.0,34.0,1,36.0
8000.0, 36 months,7.89,A,A5,35000.0,credit_card,39.27,740.0,744.0,22.0,2,36.0
15000.0, 60 months,7.35,A,A4,120000.0,credit_card,15.11,790.0,794.0,14.0,0,60.0
13000.0, 36 months,5.42,A,A1,59000.0,debt_consolidation,5.82,755.0,759.0,37.0,2,36.0
12000.0, 36 months,6.39,A,A2,129748.0,debt_consolidation,18.93,685.0,689.0,36.0,2,36.0
6000.0, 36 months,7.46,A,A4,50000.0,credit_card,16.63,725.0,729.0,10.0,0,36.0
28000.0, 36 months,7.07,A,A2,205000.0,credit_card,8.01,740.0,744.0,15.0,2,36.0
8000.0, 36 months,7.21,A,A3,30000.0,credit_card,8.36,740.0,744.0,4.0,0,36.0
22400.0, 36 months,6.89,A,A3,90000.0,debt_consolidation,16.17,750.0,754.0,22.0,2,36.0
8000.0, 36 months,5.32,A,A1,95000.0,credit_card,9.71,800.0,804.0,24.0,2,36.0
30000.0, 36 months,7.07,A,A2,300000.0,debt_consolidation,15.87,805.0,809.0,12.0,2,36.0
10000.0, 36 months,6.67,A,A2,35000.0,credit_card,7.1,750.0,754.0,8.0,0,36.0
5000.0, 36 months,7.9,A,A4,37000.0,debt_consolidation,12.0,725.0,729.0,37.0,2,36.0
20000.0, 36 months,6.67,A,A2,50000.0,debt_consolidation,25.13,710.0,714.0,6.0,0,36.0
6000.0, 36 months,7.74,A,A3,75400.0,house,16.76,790.0,794.0,20.0,2,36.0
6000.0, 36 months,7.97,A,A5,58000.0,home_improvement,29.3,685.0,689.0,18.0,0,36.0
6400.0, 36 months,7.21,A,A3,43000.0,debt_consolidation,25.09,740.0,744.0,7.0,0,36.0
6800.0, 36 months,6.68,A,A3,87000.0,credit_card,14.57,660.0,664.0,37.0,2,36.0
15000.0, 36 months,7.24,A,A3,104000.0,debt_consolidation,14.74,715.0,719.0,27.0,0,36.0
5000.0, 36 months,8.39,A,A5,46000.0,debt_consolidation,28.7,750.0,754.0,25.0,2,36.0
12000.0, 36 months,7.21,A,A3,125000.0,debt_consolidation,4.53,680.0,684.0,16.0,0,36.0
32500.0, 36 months,7.39,A,A4,65000.0,debt_consolidation,14.62,710.0,714.0,31.0,2,36.0
28000.0, 60 months,8.59,A,A5,135000.0,debt_consolidation,8.84,755.0,759.0,23.0,2,60.0
15000.0, 36 months,8.39,A,A5,47500.0,debt_consolidation,31.91,700.0,704.0,28.0,2,36.0
5000.0, 36 months,7.99,A,A5,72000.0,other,15.32,695.0,699.0,8.0,2,36.0
40000.0, 36 months,6.11,A,A1,300000.0,debt_consolidation,7.94,725.0,729.0,6.0,0,36.0
10000.0, 36 months,8.59,A,A4,150000.0,debt_consolidation,4.14,755.0,759.0,16.0,2,36.0
15000.0, 60 months,6.11,A,A1,88000.0,credit_card,15.72,780.0,784.0,6.0,0,60.0
1200.0, 36 months,7.88,A,A5,39996.0,other,15.96,725.0,729.0,37.0,2,36.0
19200.0, 36 months,7.07,A,A2,300000.0,debt_consolidation,3.62,725.0,729.0,22.0,0,36.0
22000.0, 36 months,7.12,A,A3,75000.0,debt_consolidation,15.66,705.0,709.0,36.0,2,36.0
12000.0, 36 months,7.89,A,A5,60000.0,debt_consolidation,16.26,720.0,724.0,18.0,2,36.0
24000.0, 36 months,6.03,A,A1,50000.0,credit_card,9.82,800.0,804.0,10.0,2,36.0
4800.0, 36 months,6.83,A,A3,49000.0,other,1.0,700.0,704.0,9.0,0,36.0
1500.0, 36 months,7.49,A,A4,50000.0,debt_consolidation,5.64,700.0,704.0,28.0,0,36.0
28000.0, 36 months,8.39,A,A5,103000.0,credit_card,22.43,685.0,689.0,32.0,2,36.0
7000.0, 36 months,7.89,A,A5,60000.0,credit_card,11.52,685.0,689.0,36.0,2,36.0
30000.0, 36 months,5.31,A,A1,100000.0,debt_consolidation,11.04,660.0,664.0,11.0,0,36.0
8000.0, 36 months,7.21,A,A3,60000.0,credit_card,13.43,705.0,709.0,9.0,2,36.0
10000.0, 36 months,5.32,A,A1,100003.0,debt_consolidation,8.78,765.0,769.0,22.0,2,36.0
10000.0, 36 months,6.62,A,A2,225000.0,major_purchase,6.72,730.0,734.0,4.0,2,36.0
6000.0, 36 months,7.34,A,A4,56500.0,credit_card,6.78,705.0,709.0,11.0,0,36.0
8000.0, 36 months,7.49,A,A4,87000.0,debt_consolidation,20.23,690.0,694.0,4.0,1,36.0
5000.0, 36 months,8.59,A,A5,36000.0,credit_card,13.3,690.0,694.0,17.0,1,36.0
6000.0, 36 months,7.56,A,A3,47500.0,debt_consolidation,15.92,695.0,699.0,3.0,0,36.0
38000.0, 36 months,6.67,A,A2,54860.0,debt_consolidation,57.25,745.0,749.0,7.0,0,36.0
10000.0, 36 months,5.31,A,A1,65000.0,credit_card,7.53,705.0,709.0,12.0,0,36.0
6000.0, 36 months,7.66,A,A5,150000.0,home_improvement,10.22,710.0,714.0,37.0,2,36.0
3600.0, 36 months,6.99,A,A3,60000.0,medical,8.32,725.0,729.0,37.0,2,36.0
18750.0, 36 months,6.99,A,A3,52000.0,debt_consolidation,20.53,690.0,694.0,22.0,2,36.0
12000.0, 60 months,7.34,A,A4,55000.0,home_improvement,10.74,775.0,779.0,10.0,0,60.0
19000.0, 36 months,6.67,A,A2,63000.0,debt_consolidation,6.57,700.0,704.0,6.0,0,36.0
8400.0, 36 months,5.32,A,A1,70000.0,other,16.34,755.0,759.0,4.0,2,36.0
7800.0, 36 months,5.32,A,A1,93000.0,debt_consolidation,24.18,735.0,739.0,20.0,0,36.0
6000.0, 36 months,5.32,A,A1,75000.0,credit_card,4.74,695.0,699.0,35.0,0,36.0
30000.0, 36 months,7.89,A,A5,85000.0,debt_consolidation,20.56,700.0,704.0,27.0,2,36.0
5600.0, 36 months,8.39,A,A5,75000.0,credit_card,13.98,690.0,694.0,36.0,2,36.0
13925.0, 36 months,5.32,A,A1,125000.0,credit_card,9.33,755.0,759.0,5.0,2,36.0
12000.0, 36 months,5.32,A,A1,63648.0,debt_consolidation,15.99,740.0,744.0,17.0,2,36.0
16000.0, 36 months,6.24,A,A2,107500.0,debt_consolidation,15.41,700.0,704.0,37.0,2,36.0
7000.0, 36 months,5.32,A,A1,31000.0,debt_consolidation,16.49,735.0,739.0,27.0,2,36.0
4000.0, 36 months,7.35,A,A4,29000.0,debt_consolidation,21.23,720.0,724.0,17.0,2,36.0
6400.0, 36 months,7.99,A,A5,56000.0,debt_consolidation,14.52,735.0,739.0,26.0,0,36.0
18000.0, 36 months,7.12,A,A3,55000.0,debt_consolidation,16.28,700.0,704.0,11.0,2,36.0
12000.0, 36 months,5.31,A,A1,65000.0,credit_card,13.44,740.0,744.0,12.0,0,36.0
10500.0, 36 months,6.08,A,A2,85000.0,debt_consolidation,14.44,780.0,784.0,8.0,2,36.0
5000.0, 36 months,7.99,A,A5,76000.0,home_improvement,23.99,680.0,684.0,22.0,1,36.0
2200.0, 36 months,7.07,A,A2,86500.0,credit_card,9.28,830.0,834.0,20.0,0,36.0
20000.0, 36 months,5.32,A,A1,150000.0,credit_card,29.75,780.0,784.0,18.0,2,36.0
32000.0, 36 months,7.97,A,A5,120000.0,credit_card,18.32,735.0,739.0,22.0,0,36.0
8000.0, 36 months,6.03,A,A1,60000.0,debt_consolidation,26.72,755.0,759.0,32.0,2,36.0
9600.0, 36 months,7.49,A,A4,40800.0,debt_consolidation,23.53,745.0,749.0,26.0,2,36.0
7200.0, 36 months,7.96,A,A5,122000.0,other,23.81,800.0,804.0,12.0,0,36.0
10000.0, 36 months,8.19,A,A5,132000.0,debt_consolidation,13.21,735.0,739.0,7.0,2,36.0
8000.0, 36 months,7.21,A,A3,27000.0,credit_card,19.42,745.0,749.0,5.0,0,36.0
15000.0, 36 months,7.39,A,A4,60000.0,credit_card,16.66,695.0,699.0,36.0,2,36.0
5000.0, 36 months,6.62,A,A2,55000.0,debt_consolidation,14.77,725.0,729.0,36.0,2,36.0
15000.0, 36 months,6.24,A,A2,96000.0,credit_card,22.09,735.0,739.0,18.0,2,36.0
35000.0, 36 months,7.89,A,A5,135000.0,debt_consolidation,18.42,715.0,719.0,3.0,2,36.0
6000.0, 36 months,7.89,A,A5,41000.0,credit_card,5.62,685.0,689.0,16.0,1,36.0
20000.0, 36 months,7.49,A,A4,48500.0,debt_consolidation,17.87,720.0,724.0,25.0,0,36.0
12000.0, 36 months,6.03,A,A1,60000.0,debt_consolidation,10.36,770.0,774.0,19.0,2,36.0
7925.0, 36 months,7.21,A,A3,19831.0,car,6.54,770.0,774.0,18.0,0,36.0
15000.0, 36 months,6.97,A,A3,55000.0,credit_card,11.15,770.0,774.0,27.0,2,36.0
6500.0, 36 months,6.99,A,A2,28000.0,credit_card,12.43,685.0,689.0,28.0,2,36.0
25000.0, 60 months,7.26,A,A4,140000.0,debt_consolidation,23.92,750.0,754.0,21.0,2,60.0
7500.0, 36 months,5.32,A,A1,95000.0,other,7.97,725.0,729.0,10.0,2,36.0
6000.0, 36 months,8.9,A,A5,120000.0,major_purchase,12.24,745.0,749.0,37.0,2,36.0
10000.0, 36 months,5.32,A,A1,60000.0,debt_consolidation,10.18,805.0,809.0,25.0,2,36.0
9000.0, 36 months,7.24,A,A3,95000.0,credit_card,17.73,715.0,719.0,23.0,0,36.0
25000.0, 36 months,5.31,A,A1,100000.0,debt_consolidation,25.97,765.0,769.0,11.0,0,36.0
1000.0, 36 months,8.19,A,A4,55000.0,credit_card,9.69,710.0,714.0,3.0,2,36.0
17400.0, 36 months,5.32,A,A1,76000.0,credit_card,14.08,745.0,749.0,19.0,2,36.0
5500.0, 36 months,8.9,A,A5,78000.0,car,8.2,725.0,729.0,13.0,2,36.0
24000.0, 36 months,6.71,A,A3,220000.0,home_improvement,33.59,715.0,719.0,11.0,0,36.0
10000.0, 36 months,7.24,A,A3,64438.0,credit_card,27.81,765.0,769.0,20.0,2,36.0
8000.0, 36 months,7.62,A,A3,49000.0,credit_card,19.2,740.0,744.0,36.0,2,36.0
40000.0, 36 months,7.35,A,A4,109000.0,debt_consolidation,26.62,695.0,699.0,20.0,0,36.0
10000.0, 36 months,7.35,A,A4,55000.0,home_improvement,33.6,760.0,764.0,14.0,2,36.0
25000.0, 36 months,7.35,A,A4,85000.0,debt_consolidation,17.89,725.0,729.0,16.0,0,36.0
15000.0, 36 months,5.32,A,A1,90000.0,credit_card,13.38,760.0,764.0,36.0,2,36.0
11000.0, 36 months,7.14,A,A3,39500.0,home_improvement,11.61,775.0,779.0,2.0,2,36.0
24000.0, 36 months,7.84,A,A4,100000.0,credit_card,25.15,735.0,739.0,5.0,2,36.0
6500.0, 36 months,6.62,A,A2,75000.0,other,17.58,745.0,749.0,32.0,2,36.0
6000.0, 36 months,6.67,A,A2,28000.0,debt_consolidation,11.7,685.0,689.0,5.0,0,36.0
3200.0, 36 months,7.07,A,A2,20400.0,debt_consolidation,30.71,790.0,794.0,17.0,0,36.0
4000.0, 36 months,7.69,A,A4,105000.0,debt_consolidation,4.09,680.0,684.0,36.0,2,36.0
7000.0, 36 months,6.46,A,A1,165000.0,home_improvement,8.52,740.0,744.0,3.0,0,36.0
9600.0, 36 months,7.69,A,A4,68000.0,medical,21.62,760.0,764.0,36.0,2,36.0
4200.0, 36 months,6.62,A,A2,45000.0,wedding,16.29,760.0,764.0,22.0,2,36.0
32000.0, 36 months,7.84,A,A4,180000.0,credit_card,16.31,710.0,714.0,7.0,0,36.0
16000.0, 36 months,7.26,A,A4,100000.0,credit_card,24.43,680.0,684.0,36.0,2,36.0
10000.0, 36 months,6.67,A,A2,51000.0,credit_card,10.85,670.0,674.0,5.0,0,36.0
40000.0, 36 months,6.46,A,A1,182000.0,debt_consolidation,30.16,690.0,694.0,4.0,0,36.0
6000.0, 36 months,7.34,A,A4,58000.0,debt_consolidation,24.39,735.0,739.0,7.0,2,36.0
5000.0, 36 months,7.62,A,A3,98000.0,major_purchase,5.91,730.0,734.0,5.0,2,36.0
20000.0, 36 months,6.03,A,A1,202000.0,debt_consolidation,20.16,760.0,764.0,5.0,2,36.0
8000.0, 36 months,7.35,A,A4,65059.0,home_improvement,31.99,680.0,684.0,21.0,0,36.0
28800.0, 36 months,6.49,A,A2,89000.0,debt_consolidation,13.31,705.0,709.0,10.0,1,36.0
15000.0, 36 months,5.32,A,A1,132000.0,debt_consolidation,10.43,790.0,794.0,16.0,0,36.0
15000.0, 36 months,8.6,A,A4,50000.0,debt_consolidation,11.83,685.0,689.0,13.0,2,36.0
14000.0, 36 months,7.07,A,A2,125000.0,credit_card,14.09,730.0,734.0,21.0,0,36.0
21000.0, 36 months,6.83,A,A3,36000.0,major_purchase,10.7,795.0,799.0,9.0,0,36.0
10000.0, 36 months,7.89,A,A5,83500.0,credit_card,20.94,675.0,679.0,8.0,1,36.0
40000.0, 36 months,7.24,A,A3,175000.0,debt_consolidation,12.0,710.0,714.0,20.0,2,36.0
5000.0, 36 months,7.84,A,A4,42000.0,moving,20.0,755.0,759.0,6.0,0,36.0
7000.0, 36 months,5.32,A,A1,29900.0,credit_card,18.31,715.0,719.0,17.0,1,36.0
16000.0, 36 months,8.46,A,A5,112000.0,credit_card,8.21,670.0,674.0,7.0,0,36.0
40000.0, 36 months,8.19,A,A4,124000.0,debt_consolidation,8.93,705.0,709.0,3.0,0,36.0
28000.0, 36 months,7.49,A,A4,158000.0,credit_card,10.81,705.0,709.0,26.0,0,36.0
12000.0, 36 months,6.99,A,A2,85000.0,vacation,14.4,755.0,759.0,24.0,0,36.0
5000.0, 36 months,8.81,A,A5,127000.0,debt_consolidation,16.17,710.0,714.0,4.0,0,36.0
19500.0, 36 months,6.92,A,A4,39000.0,debt_consolidation,9.85,735.0,739.0,36.0,2,36.0
30450.0, 36 months,6.83,A,A3,168000.0,home_improvement,16.68,790.0,794.0,9.0,0,36.0
20000.0, 36 months,5.32,A,A1,111500.0,debt_consolidation,15.1,795.0,799.0,17.0,2,36.0
10000.0, 36 months,7.89,A,A5,47000.0,debt_consolidation,18.16,710.0,714.0,26.0,2,36.0
29000.0, 60 months,7.89,A,A5,65000.0,debt_consolidation,25.66,740.0,744.0,31.0,1,60.0
14000.0, 36 months,6.99,A,A3,82000.0,debt_consolidation,14.46,675.0,679.0,26.0,2,36.0
10800.0, 36 months,7.24,A,A3,56000.0,credit_card,9.69,685.0,689.0,22.0,0,36.0
26250.0, 36 months,7.69,A,A4,90000.0,credit_card,26.56,725.0,729.0,23.0,2,36.0
10400.0, 36 months,8.46,A,A5,89000.0,credit_card,16.55,675.0,679.0,5.0,0,36.0
25000.0, 60 months,7.89,A,A5,63200.0,credit_card,16.94,805.0,809.0,31.0,2,60.0
15000.0, 36 months,5.32,A,A1,135000.0,other,19.62,700.0,704.0,34.0,0,36.0
2200.0, 36 months,6.99,A,A2,50000.0,major_purchase,11.59,705.0,709.0,1.0,2,36.0
24000.0, 36 months,7.26,A,A4,85000.0,debt_consolidation,20.03,735.0,739.0,36.0,2,36.0
3800.0, 36 months,5.32,A,A1,40000.0,credit_card,9.45,735.0,739.0,14.0,0,36.0
13000.0, 36 months,6.11,A,A1,101400.0,credit_card,5.87,785.0,789.0,7.0,0,36.0
12000.0, 36 months,7.62,A,A3,35000.0,credit_card,27.23,735.0,739.0,31.0,2,36.0
15000.0, 36 months,5.32,A,A1,55000.0,credit_card,15.01,725.0,729.0,36.0,2,36.0
12400.0, 36 months,7.26,A,A4,100000.0,credit_card,12.52,680.0,684.0,36.0,2,36.0
9000.0, 36 months,5.32,A,A1,72996.0,home_improvement,7.0,765.0,769.0,13.0,2,36.0
8000.0, 36 months,6.99,A,A2,135000.0,debt_consolidation,14.25,770.0,774.0,25.0,2,36.0
24000.0, 36 months,7.21,A,A3,230000.0,credit_card,8.6,720.0,724.0,17.0,0,36.0
25000.0, 36 months,7.59,A,A3,80000.0,credit_card,22.04,685.0,689.0,32.0,0,36.0
15000.0, 36 months,7.49,A,A4,80000.0,debt_consolidation,8.4,755.0,759.0,9.0,2,36.0
28000.0, 36 months,6.07,A,A2,88800.0,credit_card,21.77,745.0,749.0,9.0,0,36.0
4800.0, 36 months,7.99,A,A4,50000.0,debt_consolidation,2.71,750.0,754.0,14.0,2,36.0
25000.0, 36 months,6.39,A,A2,108500.0,credit_card,12.29,685.0,689.0,36.0,2,36.0
12000.0, 36 months,6.67,A,A2,75000.0,credit_card,23.14,725.0,729.0,4.0,0,36.0
11150.0, 36 months,7.35,A,A4,50000.0,credit_card,6.53,680.0,684.0,14.0,2,36.0
20000.0, 36 months,6.46,A,A1,120000.0,debt_consolidation,9.33,680.0,684.0,3.0,0,36.0
16000.0, 36 months,7.49,A,A4,86500.0,car,13.01,820.0,824.0,11.0,2,36.0
10000.0, 36 months,6.67,A,A2,160000.0,credit_card,19.82,735.0,739.0,8.0,0,36.0
11325.0, 36 months,6.62,A,A2,43500.0,debt_consolidation,30.18,800.0,804.0,16.0,1,36.0
8000.0, 36 months,6.71,A,A3,45500.0,debt_consolidation,10.37,740.0,744.0,11.0,0,36.0
5000.0, 36 months,8.19,A,A4,65000.0,credit_card,15.29,675.0,679.0,3.0,0,36.0
10800.0, 36 months,7.97,A,A5,125000.0,debt_consolidation,31.7,720.0,724.0,18.0,0,36.0
15000.0, 36 months,7.69,A,A4,66000.0,debt_consolidation,17.29,730.0,734.0,36.0,2,36.0
9000.0, 36 months,5.32,A,A1,184000.0,credit_card,5.13,770.0,774.0,18.0,0,36.0
9000.0, 36 months,6.11,A,A1,116000.0,home_improvement,9.47,750.0,754.0,6.0,0,36.0
10000.0, 36 months,7.97,A,A5,48000.0,debt_consolidation,25.75,725.0,729.0,15.0,2,36.0
5600.0, 36 months,5.32,A,A1,126432.0,home_improvement,28.48,780.0,784.0,21.0,2,36.0
20000.0, 36 months,7.49,A,A4,45000.0,credit_card,17.44,735.0,739.0,14.0,2,36.0
10000.0, 36 months,7.49,A,A4,105000.0,debt_consolidation,10.09,700.0,704.0,25.0,0,36.0
12000.0, 36 months,7.62,A,A3,75000.0,debt_consolidation,11.66,750.0,754.0,23.0,2,36.0
9000.0, 36 months,7.26,A,A4,35000.0,credit_card,25.72,690.0,694.0,11.0,2,36.0
25000.0, 36 months,7.21,A,A3,134000.0,credit_card,12.49,710.0,714.0,21.0,2,36.0
7500.0, 36 months,6.11,A,A1,54000.0,debt_consolidation,1.27,765.0,769.0,7.0,0,36.0
4000.0, 36 months,6.11,A,A1,42500.0,credit_card,12.65,820.0,824.0,8.0,0,36.0
11000.0, 36 months,8.39,A,A5,63750.0,debt_consolidation,27.73,720.0,724.0,18.0,2,36.0
24000.0, 36 months,7.84,A,A4,180000.0,small_business,14.8,740.0,744.0,6.0,0,36.0
3200.0, 36 months,6.49,A,A2,25000.0,debt_consolidation,5.18,715.0,719.0,25.0,2,36.0
15000.0, 36 months,7.46,A,A4,123000.0,credit_card,14.05,765.0,769.0,10.0,0,36.0
6050.0, 36 months,7.97,A,A5,20000.0,debt_consolidation,9.24,690.0,694.0,22.0,0,36.0
9600.0, 36 months,7.49,A,A4,50000.0,debt_consolidation,15.21,745.0,749.0,8.0,2,36.0
20000.0, 36 months,7.97,A,A5,65000.0,debt_consolidation,24.8,715.0,719.0,18.0,0,36.0
20000.0, 36 months,5.32,A,A1,60000.0,debt_consolidation,5.66,690.0,694.0,13.0,0,36.0
8500.0, 36 months,5.32,A,A1,72000.0,credit_card,23.05,735.0,739.0,36.0,2,36.0
25000.0, 36 months,5.31,A,A1,75000.0,credit_card,10.12,735.0,739.0,9.0,0,36.0
30000.0, 36 months,6.89,A,A3,104000.0,debt_consolidation,6.13,705.0,709.0,17.0,2,36.0
16800.0, 36 months,6.99,A,A2,80000.0,credit_card,12.03,745.0,749.0,30.0,2,36.0
10000.0, 36 months,7.84,A,A4,28000.0,credit_card,7.72,680.0,684.0,4.0,0,36.0
10000.0, 36 months,7.21,A,A3,83000.0,home_improvement,21.34,715.0,719.0,8.0,0,36.0
23000.0, 60 months,8.9,A,A5,95000.0,debt_consolidation,19.97,740.0,744.0,57.0,2,60.0
25000.0, 36 months,7.9,A,A4,77000.0,credit_card,21.21,715.0,719.0,34.0,2,36.0
40000.0, 60 months,6.11,A,A1,75500.0,debt_consolidation,19.28,775.0,779.0,7.0,0,60.0
40000.0, 36 months,7.07,A,A2,440000.0,home_improvement,20.71,765.0,769.0,18.0,0,36.0
13000.0, 36 months,7.49,A,A4,150000.0,debt_consolidation,10.49,670.0,674.0,36.0,2,36.0
25000.0, 36 months,6.07,A,A2,75000.0,house,1.09,795.0,799.0,12.0,0,36.0
1200.0, 36 months,6.62,A,A2,25000.0,debt_consolidation,21.69,760.0,764.0,34.0,2,36.0
17000.0, 36 months,7.97,A,A5,100000.0,credit_card,19.38,715.0,719.0,16.0,0,36.0
5000.0, 36 months,7.97,A,A5,48000.0,car,4.73,680.0,684.0,15.0,0,36.0
16000.0, 60 months,7.89,A,A5,150000.0,major_purchase,10.13,690.0,694.0,35.0,0,60.0
24000.0, 36 months,7.07,A,A2,60000.0,debt_consolidation,29.51,725.0,729.0,17.0,0,36.0
25000.0, 36 months,7.21,A,A3,48000.0,credit_card,13.85,835.0,839.0,6.0,0,36.0
5500.0, 36 months,5.93,A,A1,93000.0,credit_card,9.34,815.0,819.0,6.0,2,36.0
40000.0, 36 months,7.21,A,A3,500000.0,major_purchase,5.85,715.0,719.0,7.0,0,36.0
20000.0, 36 months,8.39,A,A5,46000.0,debt_consolidation,22.45,685.0,689.0,37.0,2,36.0
